S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,Room_Occupancy_Count
0.694444444,0.324705882,0.816568047,0.617283951,0.884848485,0.891472868,0.607142857,0.256756757,0.028795812,0.082352941,0.112947658,0.014925373,0.52972973,0.532477341,2
0.694444444,0.308235294,0.668639053,0.691358025,0,0,0,0,0.002617801,0.005882353,0.005509642,0.008955224,0.627027027,0.212990937,0
0.479166667,0.148235294,0.408284024,0.654320988,0.739393939,0.143410853,0.239285714,0.648648649,0.094240838,0.017647059,0.027548209,0.005970149,0.032432432,0.43101712,1
0.694444444,0.265882353,0.668639053,0.845679012,0.721212121,0.127906977,0.239285714,0.581081081,0.010471204,0.061764706,0.005509642,0.020895522,0.248648649,0.332326284,1
0.305555556,0.148235294,0.183431953,0.5,0,0,0,0,0,0.002941176,0.005509642,0.002985075,0.021621622,0.412134945,0
0.826388889,0.383529412,0.591715976,0.808641975,0.721212121,0.096899225,0.735714286,0.27027027,0.285340314,0.152941176,0.994490358,0.131343284,0.227027027,0.450654582,2
0.694444444,0.324705882,0.775147929,0.888888889,0.090909091,0.07751938,0.317857143,0.72972973,0.002617801,0.002941176,0.005509642,0.002985075,0.443243243,0.155589124,0
0.430555556,0.176470588,0.408284024,0.425925926,0,0,0,0,0.002617801,0.002941176,0.005509642,0.008955224,0.145945946,0.352215509,0
0.868055556,0.221176471,0.73964497,0.845679012,0.696969697,0.093023256,0.646428571,0.175675676,0.14921466,0.176470588,0.85399449,0.155223881,0.416216216,0.507804632,2
0.215277778,0.117647059,0.147928994,0.382716049,0,0,0,0,0.005235602,0.002941176,0.005509642,0.014925373,0.010810811,0.412134945,0
0.479166667,0.764705882,0.372781065,0.654320988,0.945454545,0.934108527,0.275,0.797297297,0.259162304,0.285294118,0.074380165,0.047761194,0.302702703,0.525931521,2
0.5625,0.484705882,0.591715976,0.808641975,0.054545455,0.03875969,0.178571429,0.486486486,0.002617801,0.002941176,0.005509642,0.002985075,0.097297297,0.338872105,0
0.777777778,0.574117647,0.627218935,0.888888889,0.090909091,0.058139535,0.253571429,0.689189189,0.039267016,0.026470588,0.046831956,0.03880597,0.335135135,0.549093656,0
0.131944444,0.089411765,0.183431953,0.5,0.066666667,0.050387597,0.189285714,0.5,0.005235602,0.002941176,0.005509642,0.014925373,0.010810811,0.412134945,0
0.347222222,0.162352941,0.26035503,0.462962963,0,0,0,0,0.002617801,0.002941176,0.005509642,0.002985075,0.021621622,0.412134945,0
0.520833333,0.837647059,0.408284024,0.654320988,0.951515152,0.945736434,0.289285714,0.837837838,0.070680628,0.108823529,0.044077135,0.014925373,0.318918919,0.466767372,2
0.736111111,0.324705882,0.775147929,0.888888889,0.096969697,0.081395349,0.335714286,0.783783784,0,0.002941176,0.008264463,0.002985075,0.454054054,0.209466264,0
0.826388889,0.294117647,0.591715976,0.808641975,0.721212121,0.093023256,0.710714286,0.256756757,0.112565445,0.108823529,0.283746556,0.134328358,0.237837838,0.50755287,2
0.694444444,0.249411765,0.668639053,0.845679012,0.721212121,0.124031008,0.232142857,0.554054054,0.068062827,0.014705882,0.013774105,0.002985075,0.248648649,0.35020141,1
0.5625,0.308235294,0.704142012,0.537037037,0.036363636,0.023255814,0.132142857,0.310810811,0.143979058,0.044117647,0.041322314,0.020895522,0.2,0.586102719,3
0.868055556,0.324705882,0.852071006,0.808641975,0.690909091,0.073643411,0.642857143,0.094594595,0.039267016,0.014705882,0.011019284,0.008955224,0.72972973,0.41163142,2
0.131944444,0.089411765,0.147928994,0.462962963,0.060606061,0.046511628,0.182142857,0.472972973,0.005235602,0.002941176,0.005509642,0.002985075,0.010810811,0.410120846,0
0.736111111,0.484705882,0.591715976,0.888888889,0.721212121,0.089147287,0.117857143,0.324324324,0.005235602,0.005882353,0.008264463,0.005970149,0.145945946,0.489677744,1
0.777777778,0.543529412,0.591715976,0.888888889,0.96969697,0.96124031,0.257142857,0.72972973,0.170157068,0.244117647,0.074380165,0.062686567,0.286486486,0.523162135,2
0.909722222,0.367058824,0.852071006,0.845679012,0.684848485,0.069767442,0.632142857,0.094594595,0.039267016,0.035294118,0.129476584,0.03880597,0.745945946,0.337361531,2
0.652777778,0.294117647,0.668639053,0.771604938,0,0,0,0,0,0.002941176,0.008264463,0.002985075,0.562162162,0.190080564,0
0.909722222,0.338823529,0.852071006,0.845679012,0.690909091,0.073643411,0.642857143,0.094594595,0.031413613,0.114705882,0.126721763,0.119402985,0.745945946,0.363544814,2
0.131944444,0.089411765,0.112426036,0.5,0.060606061,0.03875969,0.164285714,0.418918919,0.005235602,0.002941176,0.008264463,0.011940299,0.010810811,0.412134945,0
0.826388889,0.249411765,0.704142012,0.845679012,0.721212121,0.093023256,0.682142857,0.189189189,0.070680628,0.023529412,0.024793388,0.011940299,0.318918919,0.570996979,2
0.347222222,0.162352941,0.372781065,0.654320988,0,0,0,0,0.002617801,0.002941176,0.005509642,0.011940299,0.010810811,0.410120846,0
0.479166667,0.352941176,0.556213018,0.462962963,0.060606061,0.03875969,0.135714286,0.459459459,0.073298429,0.114705882,0.184573003,0.011940299,0.032432432,0.430261833,3
0.388888889,0.162352941,0.331360947,0.382716049,0,0,0,0,0.005235602,0.002941176,0.005509642,0.011940299,0.037837838,0.409365559,0
0.694444444,0.795294118,0.627218935,0.771604938,0.981818182,0.953488372,0.810714286,0.945945946,0.070680628,0.608823529,0.278236915,0.113432836,0.540540541,0.986908359,3
0.604166667,0.28,0.627218935,0.537037037,0,0,0,0,0.002617801,0.002941176,0.005509642,0.011940299,0.448648649,0.27366566,0
0.694444444,0.529411765,0.591715976,0.845679012,0.084848485,0.054263566,0.239285714,0.662162162,0.002617801,0.005882353,0.005509642,0.002985075,0.313513514,0.432527694,0
0.430555556,0.190588235,0.408284024,0.425925926,0,0,0,0,0.002617801,0.002941176,0.002754821,0.011940299,0.12972973,0.350453172,0
0.604166667,0.515294118,0.591715976,0.808641975,0.084848485,0.054263566,0.242857143,0.662162162,0.104712042,0.005882353,0.157024793,0.029850746,0.2,0.151309164,0
0.694444444,0.338823529,0.704142012,0.654320988,0,0,0,0,0.005235602,0,0.002754821,0.011940299,0.540540541,0.472557905,0
0.256944444,0.148235294,0.295857988,0.345679012,0,0,0,0,0.005235602,0,0.005509642,0.011940299,0.016216216,0.403071501,0
0.305555556,0.148235294,0.224852071,0.462962963,0,0,0,0,0,0,0.005509642,0.002985075,0.021621622,0.412134945,0
0.868055556,0.425882353,0.816568047,0.888888889,0,0,0,0,0.002617801,0.005882353,0.005509642,0.002985075,0.859459459,0.054380665,0
0.868055556,0.249411765,0.775147929,0.845679012,0.690909091,0.093023256,0.628571429,0.135135135,0.002617801,0.005882353,0.013774105,0.002985075,0.475675676,0.512588117,2
0.347222222,0.162352941,0.331360947,0.654320988,0,0,0,0,0.002617801,0.002941176,0.005509642,0.014925373,0.005405405,0.401560926,0
0.951388889,0.515294118,0.887573964,0.888888889,0,0,0,0,0.002617801,0.002941176,0.005509642,0.002985075,0.983783784,0.497482377,0
1,0.778823529,0.964497041,0.925925926,0.860606061,0.879844961,0.617857143,0.135135135,0.052356021,0.005882353,0.016528926,0.002985075,0.972972973,0.467522659,3
0.604166667,0.484705882,0.591715976,0.808641975,0.060606061,0.042635659,0.203571429,0.554054054,0.002617801,0.005882353,0.005509642,0.002985075,0.135135135,0.265609265,0
0.652777778,0.265882353,0.668639053,0.808641975,0.727272727,0.131782946,0.253571429,0.608108108,0.002617801,0.002941176,0.005509642,0.005970149,0.254054054,0.295820745,1
0.173611111,0.103529412,0.112426036,0.345679012,0,0,0,0,0.005235602,0.002941176,0.005509642,0.014925373,0.010810811,0.412134945,0
0.868055556,0.308235294,0.775147929,0.845679012,0.909090909,0.918604651,0.667857143,0.148648649,0.094240838,0.008823529,0.005509642,0.002985075,0.475675676,0.533232628,3
0.652777778,0.28,0.479289941,0.771604938,0.975757576,0.980620155,0.292857143,0.824324324,0.204188482,0.191176471,0.126721763,0.056716418,0.124324324,0.493202417,2
0.777777778,0.28,0.73964497,0.734567901,0,0,0,0,0.002617801,0.002941176,0.005509642,0.002985075,0.681081081,0.265357503,0
0.826388889,0.249411765,0.704142012,0.888888889,0.721212121,0.093023256,0.685714286,0.189189189,0.102094241,0.020588235,0.358126722,0.059701493,0.318918919,0.563947633,2
0.215277778,0.117647059,0.112426036,0.345679012,0,0,0,0,0.005235602,0.002941176,0.005509642,0.014925373,0.010810811,0.412134945,0
0.868055556,0.588235294,0.923076923,0.888888889,0.993939394,0.984496124,0.975,0.986486486,0.172774869,0.161764706,0.457300275,0.014925373,0.67027027,0.52366566,3
0.083333333,0.072941176,0.076923077,0.382716049,0.054545455,0.03875969,0.160714286,0.418918919,0.002617801,0.002941176,0.005509642,0.011940299,0.010810811,0.412134945,0
0.777777778,0.543529412,0.591715976,0.888888889,0.96969697,0.957364341,0.257142857,0.72972973,0.154450262,0.376470588,0.08815427,0.095522388,0.281081081,0.512588117,2
0.694444444,0.338823529,0.816568047,0.617283951,0.884848485,0.895348837,0.607142857,0.27027027,0.065445026,0.058823529,0.380165289,0.07761194,0.52972973,0.525931521,2
0.777777778,0.235294118,0.627218935,0.845679012,0.696969697,0.096899225,0.135714286,0.283783784,0.002617801,0.005882353,0.008264463,0.002985075,0.291891892,0.426988922,1
0.347222222,0.162352941,0.331360947,0.425925926,0,0,0,0,0.002617801,0.002941176,0.002754821,0.011940299,0.032432432,0.393504532,0
0.347222222,0.162352941,0.408284024,0.654320988,0,0,0,0,0.005235602,0.002941176,0.005509642,0.017910448,0.010810811,0.419436052,0
0.909722222,0.529411765,0.816568047,0.888888889,0.896969697,0.914728682,0.639285714,0.148648649,0.02617801,0.038235294,0.068870523,0.047761194,0.589189189,0.590130916,3
0.173611111,0.103529412,0.112426036,0.345679012,0,0,0,0,0.002617801,0.002941176,0.005509642,0.017910448,0.010810811,0.412134945,0
0.173611111,0.089411765,0.224852071,0.5,0.072727273,0.054263566,0.203571429,0.540540541,0.005235602,0.005882353,0.008264463,0.002985075,0.016216216,0.411883182,0
0.777777778,0.56,0.591715976,0.888888889,0.090909091,0.058139535,0.260714286,0.716216216,0.002617801,0.005882353,0.005509642,0.002985075,0.324324324,0.587613293,0
0.083333333,0.030588235,0.076923077,0.345679012,0.745454545,0.135658915,0.207142857,0.608108108,0.018324607,0.005882353,0.005509642,0.002985075,0.054054054,0.387713998,1
0.083333333,0.072941176,0.112426036,0.308641975,0.054545455,0.03875969,0.160714286,0.405405405,0.005235602,0.002941176,0.005509642,0,0.010810811,0.414149043,0
0.909722222,0.324705882,0.852071006,0.845679012,0.696969697,0.073643411,0.642857143,0.094594595,0.120418848,0.141176471,0.55922865,0.113432836,0.708108108,0.350956697,2
0.868055556,0.235294118,0.73964497,0.845679012,0.703030303,0.096899225,0.657142857,0.202702703,0.013089005,0.014705882,0.027548209,0.008955224,0.394594595,0.562185297,2
0.083333333,0.072941176,0.076923077,0.228395062,0.036363636,0.023255814,0.117857143,0.297297297,0.005235602,0.005882353,0.008264463,0.014925373,0.005405405,0.412134945,0
0.826388889,0.543529412,0.923076923,0.845679012,1,0.992248062,1,0.986486486,0.123036649,0.014705882,0.033057851,0.011940299,0.637837838,0.56143001,3
0.305555556,0.148235294,0.331360947,0.382716049,0,0,0,0,0.002617801,0.002941176,0.005509642,0.011940299,0.027027027,0.412134945,0
0.604166667,0.484705882,0.591715976,0.808641975,0.696969697,0.096899225,0.175,0.486486486,0.170157068,0.026470588,0.013774105,0.011940299,0.086486486,0.310674723,1
0.215277778,0.103529412,0.112426036,0.382716049,0,0,0,0,0.005235602,0.002941176,0.005509642,0.014925373,0.010810811,0.412134945,0
0.347222222,0.176470588,0.331360947,0.617283951,0,0,0,0,0.005235602,0,0.005509642,0.011940299,0.005405405,0.409869084,0
0.256944444,0.131764706,0.26035503,0.308641975,0,0,0,0,0.002617801,0.002941176,0.002754821,0.011940299,0,0.400050352,0
0.951388889,0.383529412,0.816568047,0.845679012,0.709090909,0.073643411,0.653571429,0.094594595,0.09947644,0.002941176,0.022038567,0.005970149,0.772972973,0.548590131,2
0.347222222,0.162352941,0.331360947,0.382716049,0,0,0,0,0.002617801,0,0.005509642,0.008955224,0.027027027,0.40407855,0
0.909722222,0.367058824,0.816568047,0.925925926,0.903030303,0.906976744,0.660714286,0.135135135,0.007853403,0.126470588,0.068870523,0.017910448,0.67027027,0.547331319,3
0.868055556,0.265882353,0.73964497,0.845679012,0.751515152,0.802325581,0.671428571,0.148648649,0.408376963,0.664705882,0.473829201,0.188059701,0.448648649,0.435548842,3
0.256944444,0.131764706,0.26035503,0.308641975,0,0,0,0,0.005235602,0.002941176,0.002754821,0.011940299,0,0.409113797,0
0.083333333,0.089411765,0.147928994,0.382716049,0.054545455,0.03875969,0.160714286,0.405405405,0.007853403,0.002941176,0.008264463,0.002985075,0.016216216,0.418177241,0
0.430555556,0.207058824,0.479289941,0.462962963,0,0,0,0,0.002617801,0.002941176,0.002754821,0.008955224,0.2,0.24244713,0
0.131944444,0.089411765,0.183431953,0.537037037,0.066666667,0.050387597,0.189285714,0.486486486,0.007853403,0.008823529,0.008264463,0.002985075,0.016216216,0.412890232,0
0.173611111,0.117647059,0.076923077,0.308641975,0,0,0,0,0.005235602,0.002941176,0.005509642,0.014925373,0.010810811,0.412134945,0
0.652777778,0.265882353,0.668639053,0.845679012,0.727272727,0.135658915,0.257142857,0.608108108,0.028795812,0.002941176,0.008264463,0.002985075,0.27027027,0.262336355,1
0.520833333,0.882352941,0.408284024,0.654320988,0.945454545,0.945736434,0.285714286,0.824324324,0.151832461,0.038235294,0.022038567,0.008955224,0.318918919,0.467522659,2
0.777777778,0.574117647,0.591715976,0.888888889,0.090909091,0.058139535,0.253571429,0.689189189,0.002617801,0.005882353,0.005509642,0.002985075,0.340540541,0.556646526,0
0.604166667,0.308235294,0.73964497,0.617283951,0.018181818,0.015503876,0.071428571,0.175675676,0.081151832,0.111764706,0.035812672,0.023880597,0.421621622,0.576032226,3
0.173611111,0.103529412,0.076923077,0.308641975,0,0,0,0,0.002617801,0.002941176,0.005509642,0.014925373,0.010810811,0.412134945,0
0.256944444,0.148235294,0.295857988,0.345679012,0,0,0,0,0.002617801,0,0.002754821,0.008955224,0.016216216,0.412134945,0
0.777777778,0.367058824,0.816568047,0.888888889,0.109090909,0.085271318,0.346428571,0.797297297,0.002617801,0.002941176,0.002754821,0.002985075,0.540540541,0.0387714,0
0.604166667,0.308235294,0.704142012,0.537037037,0.03030303,0.019379845,0.075,0.243243243,0.041884817,0.005882353,0.008264463,0.011940299,0.308108108,0.590886203,3
0.736111111,0.338823529,0.73964497,0.771604938,0,0,0,0,0.002617801,0.002941176,0.005509642,0.005970149,0.72972973,0.152316213,0
0.347222222,0.148235294,0.224852071,0.537037037,0.945454545,0.926356589,0.25,0.72972973,0.17539267,0.226470588,0.101928375,0.035820896,0.124324324,0.437311178,2
0.173611111,0.117647059,0.112426036,0.382716049,0,0,0,0,0.005235602,0.002941176,0.005509642,0.014925373,0.010810811,0.412134945,0
0.430555556,0.190588235,0.408284024,0.425925926,0,0,0,0,0.002617801,0,0.005509642,0.011940299,0.145945946,0.325025176,0
0.652777778,0.265882353,0.704142012,0.808641975,0.721212121,0.135658915,0.264285714,0.648648649,0.052356021,0.005882353,0.005509642,0.017910448,0.259459459,0.235146022,1
0.694444444,0.265882353,0.668639053,0.734567901,0,0,0,0,0.002617801,0.002941176,0.008264463,0.005970149,0.556756757,0.228096677,0
0.951388889,0.750588235,0.923076923,0.925925926,0.915151515,0.926356589,0.65,0.148648649,0.314136126,0.029411765,0.052341598,0.035820896,0.92972973,0.432527694,3
0.430555556,0.190588235,0.408284024,0.425925926,0,0,0,0,0.018324607,0.029411765,0.002754821,0.011940299,0.124324324,0.348439074,0
0.347222222,0.162352941,0.331360947,0.345679012,0,0,0,0,0.005235602,0,0.002754821,0.008955224,0.027027027,0.412134945,0
0.131944444,0.089411765,0.035502959,0.191358025,0,0,0.010714286,0.027027027,0.002617801,0.002941176,0.011019284,0.014925373,0.005405405,0.410624371,0
0.347222222,0.162352941,0.372781065,0.654320988,0,0,0,0,0.005235602,0.002941176,0.005509642,0.017910448,0.010810811,0.418680765,0
0.694444444,0.308235294,0.775147929,0.845679012,0.084848485,0.069767442,0.3,0.689189189,0.005235602,0.002941176,0.008264463,0.002985075,0.4,0.224068479,0
0.256944444,0.131764706,0.26035503,0.271604938,0,0,0,0,0.002617801,0,0.005509642,0.011940299,0.005405405,0.409113797,0
0.909722222,0.425882353,0.852071006,0.888888889,0.909090909,0.910852713,0.642857143,0.135135135,0.178010471,0.285294118,0.801652893,0.208955224,0.827027027,0.562688822,3
0.388888889,0.162352941,0.331360947,0.382716049,0,0,0,0,0.002617801,0.002941176,0.005509642,0.011940299,0.037837838,0.393252769,0
0.083333333,0.072941176,0.076923077,0.271604938,0.036363636,0.023255814,0.117857143,0.310810811,0.002617801,0,0.005509642,0.014925373,0.005405405,0.412134945,0
0.347222222,0.162352941,0.372781065,0.691358025,0,0,0,0,0.005235602,0,0.005509642,0.014925373,0.010810811,0.408610272,0
0.305555556,0.148235294,0.224852071,0.5,0,0,0,0,0,0.002941176,0.008264463,0.005970149,0.021621622,0.412134945,0
0.777777778,0.484705882,0.627218935,0.888888889,0.715151515,0.085271318,0.103571429,0.283783784,0.303664921,0.008823529,0.055096419,0.011940299,0.167567568,0.492698892,1
0.347222222,0.162352941,0.372781065,0.654320988,0,0,0,0,0.002617801,0,0.011019284,0.014925373,0.005405405,0.400553877,0
0.736111111,0.249411765,0.627218935,0.808641975,0.721212121,0.112403101,0.192857143,0.459459459,0.002617801,0.002941176,0.008264463,0.002985075,0.27027027,0.470543807,1
0.520833333,0.383529412,0.627218935,0.5,0.048484848,0.031007752,0.117857143,0.391891892,0.007853403,0.011764706,0.013774105,0.011940299,0.097297297,0.575780463,3
0.173611111,0.089411765,0.183431953,0.5,0.060606061,0.046511628,0.182142857,0.472972973,0.005235602,0.002941176,0.008264463,0,0.016216216,0.424723061,0
0.430555556,0.131764706,0.372781065,0.617283951,0.745454545,0.143410853,0.239285714,0.662162162,0.112565445,0.041176471,0.027548209,0.020895522,0.027027027,0.43101712,1
0.173611111,0.103529412,0.076923077,0.308641975,0,0,0,0,0.002617801,0.002941176,0.005509642,0.011940299,0.010810811,0.409365559,0
0.347222222,0.162352941,0.372781065,0.617283951,0,0,0,0,0.005235602,0.002941176,0.008264463,0.011940299,0.005405405,0.421701913,0
0.305555556,0.148235294,0.224852071,0.462962963,0,0,0,0,0,0.002941176,0.005509642,0.002985075,0.021621622,0.412134945,0
0.305555556,0.148235294,0.183431953,0.462962963,0,0,0,0,0.002617801,0,0.005509642,0.002985075,0.021621622,0.40735146,0
0.347222222,0.162352941,0.408284024,0.691358025,0,0,0,0,0.005235602,0,0.005509642,0.014925373,0.005405405,0.405840886,0
0.305555556,0.148235294,0.224852071,0.5,0,0,0,0,0,0.002941176,0.008264463,0.002985075,0.021621622,0.412134945,0
0.388888889,0.176470588,0.408284024,0.425925926,0,0,0,0,0.002617801,0,0.005509642,0.008955224,0.081081081,0.334592145,0
0.256944444,0.148235294,0.295857988,0.308641975,0,0,0,0,0.002617801,0,0.002754821,0.011940299,0.010810811,0.412134945,0
0.083333333,0.089411765,0.035502959,0.154320988,0,0,0.021428571,0.054054054,0.005235602,0.002941176,0.005509642,0.011940299,0.005405405,0.412134945,0
0.5625,0.484705882,0.591715976,0.845679012,0.054545455,0.03875969,0.175,0.472972973,0.002617801,0.008823529,0.005509642,0.005970149,0.097297297,0.334592145,0
0.173611111,0.089411765,0.183431953,0.5,0.060606061,0.042635659,0.178571429,0.472972973,0.005235602,0.002941176,0.008264463,0.002985075,0.016216216,0.419436052,0
0.652777778,0.308235294,0.668639053,0.580246914,0,0,0,0,0.002617801,0.002941176,0.002754821,0.014925373,0.497297297,0.306898288,0
0.215277778,0.117647059,0.147928994,0.382716049,0,0,0,0,0.002617801,0.002941176,0.005509642,0.011940299,0.010810811,0.412134945,0
0.694444444,0.484705882,0.591715976,0.808641975,0.727272727,0.096899225,0.160714286,0.459459459,0.002617801,0.008823529,0.005509642,0.002985075,0.086486486,0.461480363,1
0.256944444,0.148235294,0.295857988,0.345679012,0,0,0,0,0.002617801,0.002941176,0.005509642,0.008955224,0.016216216,0.412134945,0
0.909722222,0.352941176,0.852071006,0.845679012,0.690909091,0.073643411,0.639285714,0.094594595,0.002617801,0.158823529,0.016528926,0.011940299,0.756756757,0.43856999,2
0.694444444,0.338823529,0.775147929,0.617283951,0.890909091,0.899224806,0.625,0.283783784,0.013089005,0.176470588,0.008264463,0.008955224,0.491891892,0.466263847,2
0.173611111,0.089411765,0.183431953,0.5,0.066666667,0.050387597,0.189285714,0.513513514,0.005235602,0.002941176,0.005509642,0.011940299,0.010810811,0.412134945,0
0.868055556,0.602352941,0.964497041,0.888888889,0.96969697,0.957364341,0.778571429,0.797297297,0.219895288,0.288235294,0.710743802,0.167164179,0.654054054,0.42673716,3
0.083333333,0.089411765,0.112426036,0.425925926,0.054545455,0.03875969,0.153571429,0.391891892,0.005235602,0,0.005509642,0.014925373,0.010810811,0.412134945,0
0.388888889,0.162352941,0.372781065,0.654320988,0,0,0,0,0.005235602,0.002941176,0.005509642,0.014925373,0.005405405,0.407854985,0
0.347222222,0.162352941,0.331360947,0.654320988,0,0,0,0,0.005235602,0.002941176,0.002754821,0.017910448,0.010810811,0.405840886,0
0.347222222,0.162352941,0.331360947,0.617283951,0,0,0,0,0.002617801,0.002941176,0.005509642,0.014925373,0.010810811,0.406344411,0
0.604166667,0.955294118,0.520710059,0.691358025,0.96969697,0.957364341,0.789285714,0.891891892,0.170157068,0.097058824,0.231404959,0.047761194,0.378378378,0.562185297,3
0.256944444,0.131764706,0.26035503,0.308641975,0,0,0,0,0.002617801,0,0.002754821,0.011940299,0.005405405,0.395015106,0
0.305555556,0.162352941,0.224852071,0.5,0,0,0,0,0.002617801,0.002941176,0.005509642,0.002985075,0.021621622,0.412134945,0
0.083333333,0.030588235,0.076923077,0.382716049,0.745454545,0.135658915,0.203571429,0.594594595,0.023560209,0.002941176,0.005509642,0.002985075,0.054054054,0.406092649,1
0.479166667,0.221176471,0.520710059,0.5,0,0,0,0,0.007853403,0,0.005509642,0.008955224,0.291891892,0.337613293,0
0.347222222,0.162352941,0.372781065,0.654320988,0,0,0,0,0.002617801,0,0.005509642,0.011940299,0.005405405,0.417673716,0
0.652777778,0.235294118,0.443786982,0.771604938,0.963636364,0.96124031,0.267857143,0.72972973,0.151832461,0.017647059,0.011019284,0.053731343,0.081081081,0.496475327,2
0.909722222,0.352941176,0.816568047,0.845679012,0.903030303,0.906976744,0.660714286,0.135135135,0.005235602,0.011764706,0.093663912,0.005970149,0.659459459,0.570996979,3
0.083333333,0.072941176,0.112426036,0.425925926,0.060606061,0.03875969,0.160714286,0.405405405,0.002617801,0.002941176,0.005509642,0.014925373,0.010810811,0.412134945,0
0.909722222,0.367058824,0.887573964,0.925925926,0.896969697,0.906976744,0.639285714,0.135135135,0.191099476,0.079411765,0.192837466,0.053731343,0.767567568,0.593907351,3
0.347222222,0.176470588,0.331360947,0.617283951,0,0,0,0,0.002617801,0.002941176,0.005509642,0.014925373,0.005405405,0.410876133,0
0.347222222,0.162352941,0.331360947,0.617283951,0,0,0,0,0.002617801,0.002941176,0.005509642,0.011940299,0.005405405,0.405840886,0
0.347222222,0.162352941,0.408284024,0.654320988,0,0,0,0,0.005235602,0,0.005509642,0.014925373,0.005405405,0.408106747,0
0.694444444,0.367058824,0.775147929,0.617283951,0.860606061,0.88372093,0.017857143,0.094594595,0.036649215,0.188235294,0.019283747,0.020895522,0.518918919,0.404582075,2
0.347222222,0.162352941,0.372781065,0.654320988,0,0,0,0,0.002617801,0.002941176,0.002754821,0.014925373,0.010810811,0.425478348,0
0.604166667,0.265882353,0.704142012,0.888888889,0.084848485,0.062015504,0.285714286,0.675675676,0.002617801,0.002941176,0.005509642,0.005970149,0.302702703,0.241943605,0
0.777777778,0.28,0.704142012,0.734567901,0,0,0,0,0.002617801,0.002941176,0.005509642,0.002985075,0.654054054,0.255538771,0
0.777777778,0.484705882,0.627218935,0.808641975,0.715151515,0.085271318,0.117857143,0.310810811,0.005235602,0.005882353,0.005509642,0.002985075,0.140540541,0.462487412,1
0.347222222,0.162352941,0.331360947,0.617283951,0,0,0,0,0.005235602,0.002941176,0.002754821,0.017910448,0.010810811,0.40835851,0
0.256944444,0.131764706,0.26035503,0.308641975,0,0,0,0,0.002617801,0,0.002754821,0.008955224,0.005405405,0.404582075,0
0.388888889,0.162352941,0.331360947,0.382716049,0,0,0,0,0.002617801,0,0.005509642,0.011940299,0.032432432,0.40407855,0
0.826388889,0.425882353,0.887573964,0.888888889,0.115151515,0.085271318,0.35,0.824324324,0.007853403,0.014705882,0.016528926,0.005970149,0.67027027,0.436555891,0
0.909722222,0.367058824,0.852071006,0.888888889,0.909090909,0.906976744,0.660714286,0.135135135,0.041884817,0.208823529,0.066115702,0.029850746,0.675675676,0.537512588,3
0.826388889,0.265882353,0.627218935,0.845679012,0.721212121,0.093023256,0.696428571,0.216216216,0.345549738,0.05,0.661157025,0.026865672,0.259459459,0.507804632,2
0.909722222,0.352941176,0.816568047,0.845679012,0.903030303,0.906976744,0.660714286,0.135135135,0.005235602,0.076470588,0.024793388,0.002985075,0.648648649,0.600453172,3
0.951388889,0.764705882,0.923076923,0.925925926,0.909090909,0.926356589,0.646428571,0.148648649,0.314136126,0.076470588,0.468319559,0.047761194,0.940540541,0.44612286,3
0.736111111,0.294117647,0.556213018,0.808641975,0.975757576,0.980620155,0.3,0.824324324,0.439790576,0.205882353,0.179063361,0.146268657,0.232432432,0.744461229,2
0.909722222,0.383529412,0.852071006,0.845679012,0.909090909,0.906976744,0.660714286,0.135135135,0.031413613,0.041176471,0.038567493,0.008955224,0.745945946,0.548086606,3
0.347222222,0.131764706,0.331360947,0.580246914,0.751515152,0.143410853,0.235714286,0.648648649,0.112565445,0.032352941,0.104683196,0.032835821,0.016216216,0.412134945,1
0.083333333,0.072941176,0.076923077,0.191358025,0.036363636,0.023255814,0.114285714,0.297297297,0.005235602,0.002941176,0.008264463,0.011940299,0.005405405,0.412134945,0
0.777777778,0.484705882,0.627218935,0.845679012,0.709090909,0.081395349,0.089285714,0.256756757,0.015706806,0.008823529,0.002754821,0.002985075,0.189189189,0.504783484,1
0.520833333,0.235294118,0.556213018,0.5,0,0,0,0,0.002617801,0.002941176,0.005509642,0.008955224,0.351351351,0.227089627,0
0.694444444,0.249411765,0.668639053,0.845679012,0.721212121,0.127906977,0.232142857,0.554054054,0.002617801,0.002941176,0.033057851,0.002985075,0.237837838,0.355740181,1
0.347222222,0.162352941,0.331360947,0.654320988,0,0,0,0,0.005235602,0.002941176,0.005509642,0.014925373,0.010810811,0.408106747,0
0.131944444,0.072941176,0.112426036,0.345679012,0.054545455,0.03875969,0.160714286,0.405405405,0.005235602,0.002941176,0.005509642,0.005970149,0.016216216,0.407854985,0
0.868055556,0.249411765,0.704142012,0.845679012,0.709090909,0.089147287,0.675,0.162162162,0.12565445,0.073529412,0.168044077,0.050746269,0.367567568,0.583585096,2
0.215277778,0.044705882,0.147928994,0.425925926,0.751515152,0.139534884,0.217857143,0.621621622,0.183246073,0.067647059,0.055096419,0.023880597,0.091891892,0.490684794,1
0.347222222,0.162352941,0.372781065,0.691358025,0,0,0,0,0.005235602,0,0.005509642,0.017910448,0.010810811,0.408610272,0
